gene,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
LINC02885,29.91430802,-1.416989576,0.253718481,-5.584889083,2.34e-8,7.9e-7
LOC105377209,12.31443827,-1.4201733,0.476038034,-2.983318974,0.002851407,0.013054913
LOC107986082,2.065060363,-1.420636209,0.538349995,-2.638871039,0.008318262,0.030939345
GJB2,55.27070401,-1.421611443,0.340926001,-4.169853391,3.05e-5,3.28277e-4
EIF4E1B,34.17551236,-1.423442363,0.24332826,-5.849885112,4.92e-9,2.11e-7
ATRNL1,11952.595,-1.423494082,0.166635726,-8.542550359,1.31e-17,9.55e-15
LINC01726,2.324673396,-1.425649741,0.571205118,-2.495863038,0.012565111,0.042994005
LOC105370706,2.889931813,-1.428095996,0.479329421,-2.979362281,0.00288849,0.013187668
DBH,17.4976866,-1.428104155,0.237659363,-6.009038057,1.87e-9,9.33e-8
ZNF697,307.069765,-1.428925936,0.179535123,-7.9590328360000004,1.73e-15,6.8e-13
LINC02801,2.505094262,-1.429113871,0.481070162,-2.970697381,0.002971244,0.01348481
LOC100507351,28.56211235,-1.432427797,0.338838169,-4.227468829,2.36e-5,2.64939e-4
LOC105371017,4.68080298,-1.432508585,0.468820473,-3.055558933,0.002246415,0.01079697
LOC101928957,4.273049697,-1.433679775,0.321436412,-4.460228284,8.19e-6,1.09988e-4
LOC101928092,83.79617763,-1.43583939,0.309358306,-4.641347461,3.46e-6,5.39e-5
GPR150,23.98024727,-1.436282578,0.243954143,-5.887510486,3.92e-9,1.74e-7
LOC101927636,24.82724205,-1.436470912,0.219606026,-6.541127041,6.11e-11,5.23e-9
LOC105377100,16.01234603,-1.437380208,0.325692965,-4.413298303,1.02e-5,1.31139e-4
LINC01123,40.98041446,-1.437439395,0.235761695,-6.097001456,1.08e-9,5.84e-8
NRG1-IT3,2.420874732,-1.437493979,0.436770856,-3.291185665,9.9766e-4,0.005548311
KCNK3,168.9502,-1.437793062,0.182118553,-7.894819277,2.91e-15,1.03e-12
LOC101927434,3.211211686,-1.43975044,0.441233344,-3.26301369,0.001102342,0.006043469
SNORD116-14,23.81921977,-1.440024616,0.302706239,-4.7571686,1.96e-6,3.37e-5
LINC00964,2.064721526,-1.440176272,0.446085187,-3.228478133,0.001244508,0.006693856
LOC105373891,14.55983694,-1.440231226,0.303308347,-4.748406165,2.05e-6,3.5e-5
ARNTL2-AS1,3.524992494,-1.441342931,0.503950163,-2.860090214,0.004235205,0.017936164
TNFRSF18,7.722888312,-1.441522094,0.287120905,-5.02061003,5.15e-7,1.08e-5
ISLR2,301.8832237,-1.442340176,0.201213378,-7.168212135,7.6e-13,1.24e-10
LOC107985545,4.440016673,-1.443783035,0.511518007,-2.822545866,0.004764401,0.019772989
LOC105371625,2.974973454,-1.444898034,0.505193711,-2.860087137,0.004235246,0.017936164
LOC101927825,13.6882504,-1.445505558,0.280038315,-5.161813519,2.45e-7,5.72e-6
LOC101928842,50.88407849,-1.447863171,0.181921413,-7.958728714,1.74e-15,6.8e-13
LINC02346,10.63847697,-1.449230647,0.349513418,-4.146423491,3.38e-5,3.57451e-4
LOC105379370,3.625741518,-1.449463544,0.400485148,-3.619269156,2.95436e-4,0.002081425
LOC107985365,3.162943229,-1.449677669,0.488201385,-2.969425558,0.002983571,0.01352613
OLFM3,659.4118889,-1.450078548,0.226766042,-6.394601832,1.61e-10,1.18e-8
AGBL1,95.49746541,-1.450679998,0.259537018,-5.589491667,2.28e-8,7.74e-7
TUSC8,1.919503425,-1.451083222,0.565015512,-2.568218378,0.010222274,0.036477474
LINC01484,3.846390197,-1.45138479,0.374014156,-3.880561112,1.04216e-4,8.86542e-4
LINC01785,14.48971391,-1.451856251,0.372211866,-3.900617859,9.59e-5,8.29971e-4
COL23A1,43.76611081,-1.452459021,0.18541343,-7.833623615,4.74e-15,1.56e-12
LOC101929237,38.14182956,-1.452486035,0.363673966,-3.993923597,6.5e-5,6.06433e-4
NGEF,1463.825226,-1.453507015,0.179419437,-8.10116807,5.44e-16,2.43e-13
FLJ42969,2.195711813,-1.456951442,0.487673849,-2.987552939,0.002812206,0.012916661
ANKS4B,3.531756253,-1.457663222,0.397073377,-3.671017262,2.41587e-4,0.001768962
RNU5A-1,213.5825679,-1.458412688,0.466708532,-3.124889707,0.001778717,0.008940162
LOC105375051,5.542108234,-1.459009291,0.435315433,-3.351613979,8.0342e-4,0.004647327
SYTL2,2402.020922,-1.459398922,0.199541887,-7.313747227,2.6e-13,4.93e-11
CHRM3,1247.268965,-1.460641796,0.186296359,-7.840420535,4.49e-15,1.51e-12
KCNQ5,1069.331814,-1.464129991,0.213552476,-6.856066581,7.08e-12,8.36e-10
PDGFD,77.64275636,-1.464690796,0.263276369,-5.563320411,2.65e-8,8.74e-7
LUARIS,12.46521769,-1.465646826,0.302146564,-4.85078105,1.23e-6,2.26e-5
RHEBL1,35.15984616,-1.466262713,0.255166391,-5.746300322,9.12e-9,3.59e-7
KCNH7,404.6236276,-1.466278567,0.232466092,-6.307494363,2.84e-10,1.89e-8
DCSTAMP,4.568775288,-1.472086622,0.597955048,-2.461868375,0.013821538,0.046414971
LOC105378372,2.982747109,-1.473002124,0.415787173,-3.542682942,3.96079e-4,0.002637826
LYPD8,25.87783463,-1.473705564,0.319335613,-4.614911418,3.93e-6,6e-5
MIR7978,8.295854801,-1.476209888,0.364851434,-4.046057516,5.21e-5,5.06122e-4
C12orf71,1.85526369,-1.476236975,0.551986457,-2.674407962,0.007486132,0.028460037
SMIM24,18.45206112,-1.477459028,0.277205338,-5.329836139,9.83e-8,2.65e-6
CCKBR,212.0961082,-1.481865126,0.231059155,-6.413358204,1.42e-10,1.06e-8
KMO,19.52320197,-1.483935837,0.22182083,-6.689794796,2.23e-11,2.23e-9
LINC02248,12.45950283,-1.485029861,0.608402312,-2.440868207,0.014652001,0.048609155
LINC01022,1.28615276,-1.48672162,0.579176794,-2.56695647,0.010259549,0.036577116
LOC105370450,2.250122137,-1.486755559,0.481150954,-3.089998153,0.002001577,0.009843658
TNNC2,9.421541291,-1.486811642,0.25513266,-5.827602174,5.62e-9,2.37e-7
KCNV1,775.5456021,-1.489549862,0.28782815,-5.175136137,2.28e-7,5.42e-6
SNORA63E,24.38332285,-1.4900064689999999,0.463385691,-3.215477943,0.001302275,0.006947243
PDE6H,2.570546451,-1.491143859,0.517612749,-2.88080976,0.00396655,0.01697284
MIR873,1.670209902,-1.50075883,0.575447101,-2.607987471,0.009107629,0.033281884
LOC105374516,7.032234262,-1.504000074,0.369993747,-4.064933759,4.8e-5,4.74366e-4
LOC107987112,1.822156098,-1.505614312,0.560114636,-2.688046726,0.007187134,0.027555665
LOC101928417,3.7287002400000002,-1.505950416,0.581230255,-2.59097045,0.009570571,0.034589814
LOC107984618,5.227456918,-1.510836334,0.391542541,-3.858677347,1.14002e-4,9.53718e-4
MIR548AT,1.181657772,-1.511460038,0.600955515,-2.515094711,0.011900041,0.041182224
LOC105378497,3.2810289,-1.513197711,0.487114844,-3.106449596,0.001893486,0.009399236
ITPKA,542.5903328,-1.514173958,0.269950247,-5.609085283,2.03e-8,7.02e-7
TRIML2,2.963724285,-1.515554978,0.470223296,-3.22305379,0.001268317,0.006798937
LINC01951,3.283326239,-1.516131592,0.441097327,-3.437181542,5.87801e-4,0.003624507
DUSP13,2.373457546,-1.51640639,0.413459437,-3.667606189,2.44832e-4,0.001786138
LINC00456,2.697267232,-1.517325683,0.449758161,-3.373647918,7.41792e-4,0.004361808
SNORD114-14,4.261995983,-1.518388107,0.534021198,-2.84331055,0.004464754,0.018728145
FMN1,617.1478906,-1.519003986,0.206029598,-7.372746434,1.67e-13,3.4e-11
LOC105377460,44.70573101,-1.520101339,0.2119357,-7.172464773,7.37e-13,1.23e-10
DKK2,40.29875177,-1.520235505,0.253107893,-6.006274576,1.9e-9,9.41e-8
SNORA21,24.22139582,-1.520278764,0.472324966,-3.218713538,0.001287671,0.006885769
LOC105376654,54.22916546,-1.522638624,0.176653261,-8.619363251,6.73e-18,5.85e-15
DQX1,6.298380696,-1.523188513,0.355520321,-4.284392263,1.83e-5,2.15129e-4
LOC105375180,4.538123135,-1.523647582,0.357417913,-4.262930104,2.02e-5,2.33807e-4
MKX,117.2494245,-1.524847548,0.192861967,-7.906419162,2.65e-15,9.64e-13
LOC100506253,1.919323127,-1.52489642,0.550239652,-2.771331388,0.005582758,0.022434283
RNY5,25.07225957,-1.528026841,0.46652743,-3.275320467,0.001055422,0.005818861
LOC105375511,3.476113156,-1.528361048,0.544650971,-2.806129301,0.005014057,0.020612247
LOC105374823,2.157609216,-1.529028033,0.610116725,-2.506123781,0.012206288,0.042047054
LOC105374527,6.090993208,-1.530103981,0.377830396,-4.049711185,5.13e-5,5.00293e-4
SYN3-AS1,25.65564294,-1.530232302,0.39525954,-3.871462027,1.08185e-4,9.13844e-4
GNG13,4.593172262,-1.531148317,0.361264811,-4.238299087,2.25e-5,2.54484e-4
LINC01942,1.58404419,-1.533358144,0.581977903,-2.634736018,0.008420274,0.03125561
PDE4C,70.55763176,-1.538624187,0.198635758,-7.745957725,9.49e-15,2.77e-12
SNORA3A,28.92196173,-1.538786114,0.425821606,-3.613687267,3.01873e-4,0.002115817
LINC02244,32.98250262,-1.540444805,0.224453845,-6.86308048,6.74e-12,8.02e-10
MIR924HG,3.743005939,-1.541453313,0.492977816,-3.12682085,0.001767076,0.008894508
MEOX2,9.689877594,-1.543912483,0.336658984,-4.585983313,4.52e-6,6.72e-5
CCDC178,13.39388342,-1.546679717,0.292626802,-5.28550258,1.25e-7,3.26e-6
SDC1,29.35735609,-1.547871711,0.269074942,-5.7525673,8.79e-9,3.47e-7
KCNH4,44.14233877,-1.550625234,0.3134583,-4.946830991,7.54e-7,1.49e-5
SNORD115-30,3.792761217,-1.55071811,0.403263247,-3.84542385,1.20344e-4,9.99292e-4
LOC105373504,3.408313221,-1.551679249,0.48721864,-3.184769875,0.001448692,0.007567056
DSP,498.8478872,-1.55244749,0.363202822,-4.274326617,1.92e-5,2.23738e-4
LOC728739,13.19016134,-1.553964615,0.301160995,-5.159913268,2.47e-7,5.78e-6
LOC105374031,1.860906417,-1.556006618,0.536692457,-2.899251885,0.003740543,0.01622769
HAO2,4.748663888,-1.560232916,0.327132469,-4.769422365,1.85e-6,3.22e-5
MIR548AV,1.654151895,-1.563469124,0.554942531,-2.817353216,0.004842124,0.020021195
LOC102724903,2.03557058,-1.56390273,0.52709654,-2.967013843,0.003007074,0.013607946
EPB41L4B,1001.899403,-1.564631848,0.215166981,-7.271709804,3.55e-13,6.49e-11
ZYG11A,2.308155372,-1.566866918,0.478151349,-3.276926693,0.001049436,0.005793006
FAM162B,46.73711203,-1.567133292,0.182364477,-8.593413117,8.44e-18,6.77e-15
OR14I1,68.93003503,-1.568104719,0.30411362,-5.156312027,2.52e-7,5.88e-6
CRABP2,62.95447742,-1.569965935,0.369263546,-4.251613652,2.12e-5,2.43239e-4
VSNL1,5192.122748,-1.574604453,0.215078847,-7.321056796,2.46e-13,4.72e-11
SOWAHB,174.7172748,-1.574887265,0.416242945,-3.783577081,1.5459e-4,0.001224203
C1orf115,1689.000358,-1.575226888,0.20644433,-7.630274428,2.34e-14,6.16e-12
TWIST2,20.6087667,-1.575486751,0.201420579,-7.821875794,5.2e-15,1.68e-12
CPXM1,35.54171079,-1.576180492,0.345132937,-4.566879371,4.95e-6,7.27e-5
ITPR1-DT,9.061325986,-1.576240311,0.244749968,-6.440206395,1.19e-10,9.27e-9
LINC01938,3.538609248,-1.576746861,0.621663065,-2.536336725,0.011201897,0.039155953
LOC100420587,3.439775708,-1.578807419,0.408684422,-3.86314558,1.11936e-4,9.38692e-4
KIAA1210,4.779573818,-1.579099156,0.41980516,-3.761504878,1.68894e-4,0.001315172
KLHL38,3.763915542,-1.580709307,0.386552878,-4.089244695,4.33e-5,4.36519e-4
LOC101927495,1.372954446,-1.58244141,0.647474908,-2.444019669,0.014524635,0.048268377
LOC102723739,11.99460287,-1.582966801,0.309721234,-5.110940511,3.21e-7,7.23e-6
LOC105378731,3.911014229,-1.583873346,0.399812814,-3.961537228,7.45e-5,6.77516e-4
HTR1E,52.38163497,-1.584631295,0.2481996,-6.384503833,1.72e-10,1.25e-8
LINC01721,7.229483416,-1.587028679,0.340193633,-4.665074609,3.09e-6,4.89e-5
GJD4,12.69741963,-1.588915586,0.225086954,-7.05911896,1.68e-12,2.51e-10
LOC105369735,1.492584713,-1.589827299,0.544342245,-2.920639199,0.003493141,0.015350196
KCNS2,160.4217091,-1.590133314,0.234979859,-6.767104713,1.31e-11,1.42e-9
LINC01868,3.288671338,-1.591941993,0.560606039,-2.839680423,0.004515875,0.018904562
SIX1,9.731955205,-1.592739258,0.40057722,-3.976110417,7.01e-5,6.4445e-4
HSD3B2,4.251903808,-1.596696728,0.40040476,-3.987706662,6.67e-5,6.20506e-4
LOC105375310,3.961039819,-1.600213776,0.452560084,-3.535914529,4.06366e-4,0.002687462
LOC107985871,13.37620036,-1.601416069,0.310149537,-5.163367596,2.43e-7,5.69e-6
LINC02048,3.873941384,-1.605393882,0.387437641,-4.14361877,3.42e-5,3.61242e-4
LOC105372095,2.24783446,-1.606755404,0.542514478,-2.961682071,0.003059635,0.013805865
LOC105371525,1.580230797,-1.607844325,0.654653373,-2.45602389,0.014048382,0.046995164
SHCBP1L,1.488430262,-1.609100406,0.580177263,-2.773463404,0.005546308,0.022322212
ZNF729,2.894227491,-1.611064866,0.466185074,-3.455848236,5.48564e-4,0.003427366
LOC107985001,19.14575585,-1.613439821,0.242515085,-6.652946219,2.87e-11,2.76e-9
LOC105370210,1.336012184,-1.613983842,0.655781677,-2.461160322,0.013848847,0.046486719
PARAL1,1.806927899,-1.61621126,0.520414518,-3.105622927,0.001898787,0.009416586
RIMS3,4621.129158,-1.616733937,0.255242766,-6.334102873,2.39e-10,1.63e-8
TNNT2,43.09310815,-1.617248052,0.416053024,-3.887120052,1.01441e-4,8.65995e-4
LINC01404,37.17517306,-1.618345792,0.445121539,-3.635739121,2.77185e-4,0.001975075
WNT2,26.87720917,-1.620855967,0.296721818,-5.462543939,4.69e-8,1.41e-6
KCNQ5-IT1,18.722414530000002,-1.620994269,0.314645671,-5.151808588,2.58e-7,6.01e-6
LOC101927668,3.008512976,-1.62109097,0.428163296,-3.786151185,1.52999e-4,0.001214363
MT1H,9.156667956,-1.622895537,0.562384099,-2.885742219,0.003904919,0.016766446
SNORD67,10.88221278,-1.622942831,0.461675996,-3.515328598,4.3921e-4,0.00285756
LINC02468,2.210368759,-1.62509615,0.469865187,-3.458643446,5.42903e-4,0.00339931
LOC105371597,2.308051879,-1.625315359,0.599674949,-2.710327258,0.006721685,0.026090281
FGF6,1.741318818,-1.62549289,0.515201962,-3.155059589,0.001604653,0.008233255
SNORD116-6,24.36069514,-1.625542878,0.377825083,-4.302368872,1.69e-5,2.00765e-4
LOC101928551,2.878474301,-1.625747455,0.41520584,-3.915521646,9.02e-5,7.91491e-4
LINC02671,1.5781879620000001,-1.626044558,0.544529379,-2.986146607,0.002825172,0.012964795
CCK,1450.541716,-1.629356003,0.250018799,-6.516933969,7.18e-11,5.97e-9
LOC105376212,3.055307227,-1.629964887,0.508748551,-3.20387131,0.001355931,0.007177188
LOC105379627,2.564945868,-1.63161314,0.659296778,-2.474777966,0.013331903,0.045070619
SNORA62,20.21378112,-1.632319531,0.431236836,-3.785204311,1.53582e-4,0.001217452
LOC107984982,3.937131971,-1.63300415,0.437280688,-3.734452941,1.88124e-4,0.00144159
FRMPD2B,69.36492955,-1.63312928,0.316616437,-5.158068525,2.5e-7,5.83e-6
LOC105377329,2.131916987,-1.636901623,0.624219423,-2.622317669,0.008733398,0.032187640000000003
CASQ1,120.2944777,-1.63711788,0.175712723,-9.317013871,1.2e-20,2.5e-17
SNORD115-2,1.992351276,-1.641758415,0.663893822,-2.47292317,0.013401295,0.045227022
PTGDR,20.36932652,-1.642350604,0.436281612,-3.764427742,1.66931e-4,0.001302802
LINC02296,37.75261975,-1.642888866,0.296688288,-5.537424061,3.07e-8,9.81e-7
LOC107984435,2.037263996,-1.644302255,0.467211243,-3.519397875,4.32528e-4,0.002820534
LINC00951,13.1123408,-1.644917941,0.300105571,-5.481130967,4.23e-8,1.29e-6
VSTM2A-OT1,33.28819432,-1.645844467,0.211219633,-7.792099849,6.59e-15,2.06e-12
CHRM3-AS2,9.840628971,-1.647966327,0.350871886,-4.696775071,2.64e-6,4.33e-5
LINC00629,2.227353558,-1.652105565,0.440017397,-3.75463692,1.73593e-4,0.001345066
LOC105369464,3.284333411,-1.652236055,0.455671847,-3.625934026,2.87919e-4,0.002038562
INSM2,32.9623986,-1.652462301,0.266926212,-6.190708244,5.99e-10,3.56e-8
TRNF,19.3059182,-1.655823891,0.486083252,-3.406461519,6.58108e-4,0.003967416
LOC107985674,8.988839189,-1.656404905,0.282889283,-5.855311625,4.76e-9,2.05e-7
RXFP1,302.1087291,-1.657721745,0.333325409,-4.973283462,6.58e-7,1.34e-5
ATP4A,4.398417033,-1.66101654,0.439219,-3.781750196,1.5573e-4,0.001231043
FAM47A,4.896105979,-1.66119535,0.470383631,-3.53157559,4.13092e-4,0.002719092
LOC107986774,8.57840095,-1.661369452,0.258475719,-6.427564876,1.3e-10,9.86e-9
TRABD2A,83.54909023,-1.661898382,0.239309633,-6.944552807,3.8e-12,5.03e-10
TPO,1.359608247,-1.663123752,0.603207724,-2.757132718,0.005831068,0.023258854
LINC02455,0.965984599,-1.663738988,0.684864442,-2.429296787,0.015128143,0.049829386
BRDT,2.949254832,-1.664573958,0.410302542,-4.056942836,4.97e-5,4.8796e-4
TFF3,2.663836207,-1.666093218,0.556739494,-2.992590315,0.002766208,0.012750312
LOC107986773,26.4878909,-1.6679627909999999,0.350892356,-4.753488534,2e-6,3.42e-5
PAX2,6.481505983,-1.668837252,0.601280628,-2.775471509,0.005512173,0.022224854
SNORD16,6.145465245,-1.671203906,0.514079758,-3.250865026,0.001150545,0.006268195
KIRREL3-AS3,9.217121046,-1.672951507,0.28925754,-5.783605521,7.31e-9,2.95e-7
DRD3,1.348436383,-1.675845255,0.614811216,-2.725788358,0.006414812,0.025129163
LINC01229,1.16845475,-1.681043985,0.590242664,-2.848055701,0.004398723,0.018503258
OGN,276.7300828,-1.686717223,0.375254874,-4.494857597,6.96e-6,9.69e-5
MIR496,0.962601901,-1.69114506,0.693880313,-2.437228768,0.014800313,0.048997163
LINC01202,20.87033136,-1.691365243,0.347289991,-4.870181372,1.11e-6,2.08e-5
LOC105369551,3.111220043,-1.692357635,0.441416794,-3.833922178,1.26116e-4,0.001035437
LOC107986675,11.46929354,-1.692558656,0.246856441,-6.856449243,7.06e-12,8.36e-10
EPHX4,93.37770538,-1.694648851,0.216094867,-7.842152258,4.43e-15,1.51e-12
LINC00943,24.78108369,-1.698472171,0.381744045,-4.4492434,8.62e-6,1.14585e-4
LOC105378589,15.27095711,-1.703547521,0.299364287,-5.690550258,1.27e-8,4.72e-7
SLC38A8,12.44353005,-1.707347568,0.322097504,-5.300716549,1.15e-7,3.04e-6
SNORD9,10.92894511,-1.711632053,0.480204777,-3.564379482,3.64718e-4,0.002460128
LOC107985253,1.140223192,-1.712587037,0.647694321,-2.644128537,0.008190155,0.030590135
PKD2L1,33.70129341,-1.713859023,0.333378349,-5.140882808,2.73e-7,6.33e-6
CALB1,257.2589458,-1.71529316,0.271811972,-6.310587242,2.78e-10,1.86e-8
LOC105373754,6.344803908,-1.715712659,0.384262429,-4.464950328,8.01e-6,1.08241e-4
SNORD116-26,12.42234386,-1.716963712,0.407838538,-4.209910427,2.55e-5,2.83113e-4
PKP1,19.91484058,-1.717376145,0.356472389,-4.817697527,1.45e-6,2.62e-5
CAMKK2,2393.211316,-1.717768625,0.16118924,-10.65684422,1.62e-26,2.53e-22
NECAB2,754.5030706,-1.719134066,0.257964209,-6.664234816,2.66e-11,2.59e-9
GJD2-DT,13.18832584,-1.723299172,0.281883676,-6.113511765,9.75e-10,5.39e-8
KCNH7-AS1,23.74538472,-1.728534613,0.3486492,-4.95780462,7.13e-7,1.43e-5
LOC105378751,8.457868287,-1.729275138,0.491354776,-3.51940232,4.3252e-4,0.002820534
LINC00333,1.180033809,-1.729537714,0.662609896,-2.610189985,0.009049195,0.033118636
PCAT18,15.94562527,-1.733344305,0.27845595,-6.224842039,4.82e-10,2.96e-8
TLX2,10.90819295,-1.734430583,0.380762071,-4.555155868,5.23e-6,7.63e-5
LOC105373014,6.057144994,-1.737220144,0.400877673,-4.333541777,1.47e-5,1.78912e-4
NAT16,14.10846946,-1.737728629,0.391797974,-4.435267014,9.2e-6,1.21082e-4
FSTL4,316.9408328,-1.737960386,0.278152777,-6.248222309,4.15e-10,2.6e-8
TINCR,106.227546,-1.739432434,0.285638925,-6.089619735,1.13e-9,6.05e-8
LINC00622,39.06098825,-1.739566198,0.274630638,-6.334202964,2.39e-10,1.63e-8
LOC105370365,1.337886725,-1.740900782,0.629476901,-2.76563092,0.005681279,0.022768781
LOC107984642,1.089334569,-1.742698938,0.716542058,-2.432095813,0.015011736,0.049504445
LOC105376291,5.219247344,-1.743739772,0.431853926,-4.037799972,5.4e-5,5.21352e-4
LOC105375035,2.534203458,-1.744209824,0.582730356,-2.99316795,0.002760978,0.01273183
LOC107984192,24.25377017,-1.745502865,0.330095179,-5.287877483,1.24e-7,3.22e-6
MGC12916,4.403376169,-1.746086828,0.411803706,-4.240094986,2.23e-5,2.52822e-4
DRD1,187.3035902,-1.748090761,0.224479136,-7.78731952,6.84e-15,2.12e-12
PIK3C2G,11.79411049,-1.748948534,0.353606814,-4.94602611,7.57e-7,1.5e-5
LOC101927708,3.94248603,-1.750303121,0.495294416,-3.533864029,4.09532e-4,0.002703748
MAL2-AS1,5.134005747,-1.751494405,0.410884847,-4.262737888,2.02e-5,2.33917e-4
LOC105372895,1.530688931,-1.75385086,0.580995229,-3.018700966,0.00253861,0.011904679
SCTR-AS1,2.770754606,-1.759481573,0.548813305,-3.205974706,0.001346058,0.007137465
HS3ST3A1,11.04046689,-1.761303537,0.296817049,-5.93397025,2.96e-9,1.37e-7
HTR1D,39.6911262,-1.762906729,0.255237276,-6.906932849,4.95e-12,6.2e-10
ANXA2P3,1.250098369,-1.765745741,0.65846139,-2.681623809,0.00732658,0.027972426
LINC02669,8.080523601,-1.768513902,0.391867869,-4.513036262,6.39e-6,9.04e-5
LOC100505664,1.461384535,-1.768580183,0.641769782,-2.755786005,0.005855129,0.023331034
LOC107986942,1.627109198,-1.769797793,0.523106121,-3.383248109,7.16339e-4,0.004247264
LOC105375992,2.743801835,-1.772402964,0.555996207,-3.187796861,0.001433612,0.007503322
LINC02668,15.24688475,-1.772502638,0.237561183,-7.461246892,8.57e-14,1.94e-11
NPPA,15.27940009,-1.772592071,0.270955829,-6.541996457,6.07e-11,5.22e-9
SERPINB2,1.954608928,-1.772975395,0.637344043,-2.781818416,0.005405528,0.021913468
NWD2,373.4075379,-1.778329444,0.268563842,-6.621626464,3.55e-11,3.31e-9
CBLN2,340.7532014,-1.780635454,0.189806468,-9.38132125,6.52e-21,1.53e-17
LOC102724557,3.536541917,-1.784639691,0.375952342,-4.746983843,2.06e-6,3.51e-5
MIR199B,0.818974508,-1.785015715,0.678128283,-2.632268496,0.00848168,0.031423898
STEAP1,13.1012175,-1.787356028,0.280895721,-6.363058935,1.98e-10,1.39e-8
LOC105378856,1.768686857,-1.790539671,0.589113641,-3.03937907,0.002370664,0.011272541
LOC105375539,1.54262521,-1.794937744,0.537976703,-3.33645999,8.48526e-4,0.004846421
SLC22A25,103.2458634,-1.795581468,0.209141835,-8.585472461,9.05e-18,7.08e-15
NUTM1,0.721496393,-1.799153627,0.707441013,-2.543185361,0.010984694,0.038556103
NMU,8.698172536,-1.799737074,0.348582801,-5.163011682,2.43e-7,5.7e-6
TMEM26-AS1,3.260581825,-1.800816777,0.506260249,-3.557096926,3.74976e-4,0.002520353
SLPI,20.36072091,-1.807280098,0.58777277000000006,-3.074793851,0.002106481,0.01024364
BPIFB1,1.676837996,-1.80756092,0.578813334,-3.122873668,0.001790946,0.008984306
SNORA60,23.94413236,-1.80851793,0.461385271,-3.919756536,8.86e-5,7.7946e-4
MIR382,1.339065214,-1.808892273,0.678821739,-2.66475301,0.007704489,0.029119945
THSD4-AS1,28.42242604,-1.812703171,0.240212262,-7.546255768,4.48e-14,1.1e-11
MIR124-2HG,379.4707898,-1.813439101,0.217820659,-8.325376972,8.41e-17,5.06e-14
SLN,14.85606149,-1.818913474,0.549346278,-3.311050877,9.29463e-4,0.005229462
TTC6,57.02411969,-1.822400119,0.313880292,-5.806035495,6.4e-9,2.63e-7
UTS2R,13.73685489,-1.825375386,0.320962513,-5.68719184,1.29e-8,4.79e-7
RAET1L,2.492700528,-1.826011311,0.703030037,-2.597344658,0.00939476,0.03406458
SCARNA16,9.36381566,-1.830461183,0.571799688,-3.20122802,0.001368432,0.007231126
SH3RF2,35.92637486,-1.831115492,0.327574944,-5.589913163,2.27e-8,7.7300000000000005e-07
